ID,seed_noun,source,translation,model,to_keep,prompt,response
233,economists,"Yes, the politicians must take into account economists' analyses, but it also seems necessary to me that the latter should take account of our remarks in their discussions.","Ja, die Politiker müssen die Analysen der Wirtschaftswissenschaftler berücksichtigen, aber es erscheint mir auch notwendig, dass letztere unsere Anmerkungen in ihren Diskussionen mit einbeziehen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""economists""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Ja, die Politiker müssen die Analysen der Wirtschaftswissenschaftler berücksichtigen, aber es erscheint mir auch notwendig, dass letztere unsere Anmerkungen in ihren Diskussionen mit einbeziehen.""
",Masculine
234,economists,"As predicted by economists, 2009 was the most difficult for crisis-hit Member States.","Wie von Ökonomen vorhergesagt, war 2009 das schwierigste Jahr für von der Krise betroffene Mitgliedstaaten.",gpt-3,0,N/A,N/A
235,economists,It is the Danish electorate and not economists in Frankfurt who should decide this.,"""Es ist das dänische Wahlvolk und nicht die Ökonomen in Frankfurt, die dies entscheiden sollten.""",gpt-3,0,N/A,N/A
236,beginners,"What we have here are institutions for beginners, which people do not understand, which they are not informed about, and as these institutions are a mystery to them, they are suspicious about them, sometimes excessively so.","Was wir hier haben, sind Einrichtungen für Anfänger, die die Leute nicht verstehen, über die sie nicht informiert sind, und da diese Einrichtungen für sie ein Rätsel sind, sind sie misstrauisch gegenüber ihnen, manchmal sogar übermäßig misstrauisch.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""beginners""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Was wir hier haben, sind Einrichtungen für Anfänger, die die Leute nicht verstehen, über die sie nicht informiert sind, und da diese Einrichtungen für sie ein Rätsel sind, sind sie misstrauisch gegenüber ihnen, manchmal sogar übermäßig misstrauisch.""
",None
237,beginners,New preparations are handed out free of charge outside schools and youth centres to attract beginners to start and experiment.,"""Neue Vorbereitungen werden kostenlos vor Schulen und Jugendzentren verteilt, um Anfänger anzulocken, um anzufangen und zu experimentieren.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""beginners""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Neue Vorbereitungen werden kostenlos vor Schulen und Jugendzentren verteilt, um Anfänger anzulocken, um anzufangen und zu experimentieren.""""
","Yes, there is a translation for the English word ""beginners"" in the sentence. The translation is ""Anfänger."" It displays the grammatical gender Masculine."
238,contemporaries,Europe's young people must be given the opportunity to compete with their contemporaries from the four corners of the globe.,"""Europas junge Menschen müssen die Möglichkeit erhalten, mit ihren Altersgenossen aus den vier Ecken der Welt zu konkurrieren.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""contemporaries""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Europas junge Menschen müssen die Möglichkeit erhalten, mit ihren Altersgenossen aus den vier Ecken der Welt zu konkurrieren.""""
","The word ""Altersgenossen"" in the sentence is a translation for the English word ""contemporaries."" It displays the grammatical gender of Gender-Neutral."
239,contemporaries,His contemporaries knew that Averroës was meant by that.,"""Seine Zeitgenossen wussten, dass damit Averroës gemeint war.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""contemporaries""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Seine Zeitgenossen wussten, dass damit Averroës gemeint war.""""
","The German word ""Zeitgenossen"" is a translation for the English word ""contemporaries."" It displays the grammatical gender Masculine."
240,contemporaries,"This draft decision of the Council and the report by Mr Gil-Robles Gil-Delgado make a good impression: utopia, the need for proximity, the idea that we could move towards a European democracy, that we could have someone at the top of the list who would be president of the Commission; all these ideas are as far from reality as utopia was from the ideas of the contemporaries of Thomas More.","Dieser Entwurf des Rats und der Bericht von Herrn Gil-Robles Gil-Delgado machen einen guten Eindruck: Utopie, die Notwendigkeit der Nähe, die Idee, dass wir uns einer europäischen Demokratie nähern könnten, dass wir jemanden an der Spitze der Liste haben könnten, der Präsident der Kommission wäre; all diese Ideen sind genauso fern von der Realität wie Utopie von den Ideen der Zeitgenossen von Thomas More.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""contemporaries""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Dieser Entwurf des Rats und der Bericht von Herrn Gil-Robles Gil-Delgado machen einen guten Eindruck: Utopie, die Notwendigkeit der Nähe, die Idee, dass wir uns einer europäischen Demokratie nähern könnten, dass wir jemanden an der Spitze der Liste haben könnten, der Präsident der Kommission wäre; all diese Ideen sind genauso fern von der Realität wie Utopie von den Ideen der Zeitgenossen von Thomas More.""
",Masculine
241,contemporaries,"It is unfortunate that we must speak about this in the absence of one of our great contemporaries, Mr Cohn-Bendit, who initiated this resolution, together with others, such as Mrs André-Léonard.","Es ist bedauerlich, dass wir darüber in Abwesenheit eines unserer großen Zeitgenossen, Herrn Cohn-Bendit, sprechen müssen, der zusammen mit anderen, wie zum Beispiel Frau André-Léonard, diese Resolution initiiert hat.",gpt-3,0,N/A,N/A
242,contemporaries,"The freedoms and rights that I, as a Swedish teenager, took for granted were things for which my Polish contemporaries had to fight hard.","""Die Freiheiten und Rechte, die ich als schwedischer Teenager als selbstverständlich betrachtete, waren Dinge, für die meine polnischen Zeitgenossen hart kämpfen mussten.""",gpt-3,0,N/A,N/A
243,forest keepers,,,,0,N/A,N/A
244,jurists,"The UN Special Rapporteur on the Independence of Judges and Lawyers, the UN High Commissioner for Human Rights, the International Commission of Jurists and, last night, US Congressmen have all expressed their worries over the case.","""Der UN-Sonderberichterstatter für die Unabhängigkeit von Richtern und Anwälten, der UN-Hochkommissar für Menschenrechte, die Internationale Juristenkommission und gestern Abend US-Kongressmitglieder haben alle ihre Bedenken über den Fall geäußert.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""jurists""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Der UN-Sonderberichterstatter für die Unabhängigkeit von Richtern und Anwälten, der UN-Hochkommissar für Menschenrechte, die Internationale Juristenkommission und gestern Abend US-Kongressmitglieder haben alle ihre Bedenken über den Fall geäußert.""""
",The grammatical gender displayed in the sentence is Masculine.
245,jurists,"Three of our Members participated in the work of the Intergovernmental Conference and followed the work of the jurists, but it cannot be denied that they failed to improve the transparency of the process to any significant degree, and although perhaps they succeeded in reducing the damage done, they were not able to make any specific improvements because they did not have the opportunity.","Drei unserer Mitglieder haben an den Arbeiten der Regierungskonferenz teilgenommen und die Arbeit der Juristen verfolgt, aber es kann nicht bestritten werden, dass sie es nicht geschafft haben, die Transparenz des Prozesses in nennenswertem Maße zu verbessern, und obwohl sie möglicherweise erfolgreich waren, den Schaden zu verringern, konnten sie keine konkreten Verbesserungen vornehmen, da sie nicht die Gelegenheit dazu hatten.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""jurists""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Drei unserer Mitglieder haben an den Arbeiten der Regierungskonferenz teilgenommen und die Arbeit der Juristen verfolgt, aber es kann nicht bestritten werden, dass sie es nicht geschafft haben, die Transparenz des Prozesses in nennenswertem Maße zu verbessern, und obwohl sie möglicherweise erfolgreich waren, den Schaden zu verringern, konnten sie keine konkreten Verbesserungen vornehmen, da sie nicht die Gelegenheit dazu hatten.""
",Feminine
