ID,seed_noun,source,translation,human eval,to_keep,prompt,response
244.0,jurists,"The UN Special Rapporteur on the Independence of Judges and Lawyers, the UN High Commissioner for Human Rights, the International Commission of Jurists and, last night, US Congressmen have all expressed their worries over the case.","Der UN-Sonderberichterstatter für die Unabhängigkeit von Richtern und Anwälten, der UN-Hochkommissar für Menschenrechte, die Internationale Juristenkommission und gestern Abend US-Kongressmitglieder haben alle ihre Bedenken über den Fall geäußert.",1,1.0,"
If the following sentence contains the German translation for the English word 'jurists', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Der UN-Sonderberichterstatter für die Unabhängigkeit von Richtern und Anwälten, der UN-Hochkommissar für Menschenrechte, die Internationale Juristenkommission und gestern Abend US-Kongressmitglieder haben alle ihre Bedenken über den Fall geäußert.'
","The German translation for the English word 'jurists' in the sentence is 'Juristen', which is part of 'Internationale Juristenkommission'. This word is Masculine."
245.0,jurists,"Three of our Members participated in the work of the Intergovernmental Conference and followed the work of the jurists, but it cannot be denied that they failed to improve the transparency of the process to any significant degree, and although perhaps they succeeded in reducing the damage done, they were not able to make any specific improvements because they did not have the opportunity.","Drei unserer Mitglieder haben an den Arbeiten der Regierungskonferenz teilgenommen und die Arbeit der Juristen verfolgt, aber es kann nicht bestritten werden, dass sie es nicht geschafft haben, die Transparenz des Prozesses in nennenswertem Maße zu verbessern, und obwohl sie möglicherweise erfolgreich waren, den Schaden zu verringern, konnten sie keine konkreten Verbesserungen vornehmen, da sie nicht die Gelegenheit dazu hatten.",1,1.0,"
If the following sentence contains the German translation for the English word 'jurists', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Drei unserer Mitglieder haben an den Arbeiten der Regierungskonferenz teilgenommen und die Arbeit der Juristen verfolgt, aber es kann nicht bestritten werden, dass sie es nicht geschafft haben, die Transparenz des Prozesses in nennenswertem Maße zu verbessern, und obwohl sie möglicherweise erfolgreich waren, den Schaden zu verringern, konnten sie keine konkreten Verbesserungen vornehmen, da sie nicht die Gelegenheit dazu hatten.'
",The German translation for 'jurists' is 'Juristen' which is Masculine.
246.0,jurists,"This lack of rigour on the part of jurists who are so insistent on the strict application of patent law, I find surprising.","Diese mangelnde Strenge seitens der Juristen, die so auf die strikte Anwendung des Patentrechts bestehen, finde ich überraschend.",1,1.0,"
If the following sentence contains the German translation for the English word 'jurists', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Diese mangelnde Strenge seitens der Juristen, die so auf die strikte Anwendung des Patentrechts bestehen, finde ich überraschend.'
",The German translation for 'jurists' in this sentence is 'Juristen'. It is Masculine.
247.0,jurists,"I can see that even the top jurists here in plenary, or those who see themselves as such, are unaware that the rapporteur is entitled to make a two-minute statement when a report has not been discussed in plenary.","Ich sehe, dass selbst die Top-Juristen hier im Plenum, oder diejenigen, die sich dafür halten, nicht wissen, dass der Berichterstatter berechtigt ist, eine zweiminütige Stellungnahme abzugeben, wenn ein Bericht nicht im Plenum diskutiert wurde.",,0.0,N/A,N/A
248.0,jurists,"Even then, some jurists added that this also implied the freedom to fish, which could also lead to the depletion of stocks.","Selbst damals fügten einige Juristen hinzu, dass dies auch die Freiheit zum Fischen implizierte, was ebenfalls zur Erschöpfung der Bestände führen könnte.",,0.0,N/A,N/A
249.0,users,"In 2003, of the 90 220 accidents recorded in France that caused the deaths of 5 731 people, 4 472 accidents involved heavy goods vehicles, resulting in the deaths of 720 road users, 107 of whom were drivers of heavy goods vehicles.","Im Jahr 2003 gab es von den 90.220 in Frankreich registrierten Unfällen, bei denen 5.731 Menschen starben, 4.472 Unfälle mit schweren Lastkraftwagen, bei denen 720 Verkehrsteilnehmer ums Leben kamen, darunter 107 Fahrer von schweren Lastkraftwagen.",1,1.0,"
If the following sentence contains the German translation for the English word 'users', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Im Jahr 2003 gab es von den 90.220 in Frankreich registrierten Unfällen, bei denen 5.731 Menschen starben, 4.472 Unfälle mit schweren Lastkraftwagen, bei denen 720 Verkehrsteilnehmer ums Leben kamen, darunter 107 Fahrer von schweren Lastkraftwagen.'
",None
250.0,users,"The basic conclusion is that current policies have failed in their main objective, namely, to reduce the demand for and supply of illicit substances, and are a key factor in exacerbating the harm to individual users, their environment, the economy and society.","Die grundlegende Schlussfolgerung ist, dass die aktuellen Richtlinien ihr Hauptziel nicht erreicht haben, nämlich die Nachfrage nach und das Angebot an illegalen Substanzen zu reduzieren, und einen entscheidenden Faktor bei der Verschlimmerung des Schadens für die einzelnen Benutzer, ihre Umwelt, die Wirtschaft und die Gesellschaft darstellen.",1,1.0,"
If the following sentence contains the German translation for the English word 'users', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die grundlegende Schlussfolgerung ist, dass die aktuellen Richtlinien ihr Hauptziel nicht erreicht haben, nämlich die Nachfrage nach und das Angebot an illegalen Substanzen zu reduzieren, und einen entscheidenden Faktor bei der Verschlimmerung des Schadens für die einzelnen Benutzer, ihre Umwelt, die Wirtschaft und die Gesellschaft darstellen.'
",The German translation for 'users' in the sentence is 'Benutzer' which displays Masculine gender.
251.0,users,"We will have to continue to defend internet users' rights and, in particular, to define them better.",Wir werden weiterhin die Rechte der Internetnutzer verteidigen müssen und insbesondere besser definieren müssen.,1,1.0,"
If the following sentence contains the German translation for the English word 'users', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir werden weiterhin die Rechte der Internetnutzer verteidigen müssen und insbesondere besser definieren müssen.'
",The German translation for 'users' in the sentence is 'Internetnutzer'. It displays Masculine gender.
252.0,users,"If I may speak on behalf of the UK once again, we particularly welcome this because we have been among the most active users of the Fiscalis programme over the last few years.","Wenn ich noch einmal im Namen des Vereinigten Königreichs sprechen darf, begrüßen wir dies besonders, da wir in den letzten Jahren zu den aktivsten Nutzern des Fiscalis-Programms gehört haben.",,0.0,N/A,N/A
253.0,users,"Current systems for covering costs relating to aviation security, regulated at a national level, are not always clear for end users, who are often not even consulted before charges are calculated or changes are made to a charging system that affects them.","Aktuelle Systeme zur Deckung von Kosten für Luftsicherheit, die auf nationaler Ebene geregelt sind, sind für Endbenutzer nicht immer klar, die oft nicht einmal vorab konsultiert werden, bevor Gebühren berechnet oder Änderungen an einem sie betreffenden Gebührensystem vorgenommen werden.",,0.0,N/A,N/A
254.0,speakers,"Mr President, in the light of what the last four speakers have said there does not seem much left to be said about the 2004 budget.","Herr Präsident, angesichts dessen, was die letzten vier Redner gesagt haben, scheint nicht mehr viel über den Haushalt 2004 gesagt werden zu müssen.",1,1.0,"
If the following sentence contains the German translation for the English word 'speakers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Herr Präsident, angesichts dessen, was die letzten vier Redner gesagt haben, scheint nicht mehr viel über den Haushalt 2004 gesagt werden zu müssen.'
",Masculine
255.0,speakers,"Mr President, Madam Vice-President, the regulation on the granting of aid for the coordination of transport by rail, road and inland waterway endeavours to do some good, to help, with a new aid scheme, to make something out of the set phrases spouted by soap-box speakers on the subject of transport, by shifting traffic, especially freight traffic, on to more environmentally-friendly modes of transport, mainly from the roads to the railways, inland waterways etc.","Herr Präsident, Frau Vizepräsidentin, die Verordnung über die Gewährung von Beihilfen zur Koordinierung des Schienen-, Straßen- und Binnenwasserstraßentransports versucht, Gutes zu tun, zu helfen, mit einem neuen Beihilfesystem etwas aus den abgedroschenen Reden der Straßenprediger zum Thema Verkehr zu machen, indem der Verkehr, insbesondere der Güterverkehr, verstärkt auf umweltfreundlichere Verkehrsmittel wie die Eisenbahn oder Binnenwasserstraßen verlagert wird.",1,1.0,"
If the following sentence contains the German translation for the English word 'speakers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Herr Präsident, Frau Vizepräsidentin, die Verordnung über die Gewährung von Beihilfen zur Koordinierung des Schienen-, Straßen- und Binnenwasserstraßentransports versucht, Gutes zu tun, zu helfen, mit einem neuen Beihilfesystem etwas aus den abgedroschenen Reden der Straßenprediger zum Thema Verkehr zu machen, indem der Verkehr, insbesondere der Güterverkehr, verstärkt auf umweltfreundlichere Verkehrsmittel wie die Eisenbahn oder Binnenwasserstraßen verlagert wird.'
",None
